City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Luchegorsk,RU,2022-10-17 02:21:42,46.4764,134.2569,40.84,69,100,12.5
295,Waw,SS,2022-10-17 02:21:42,7.7029,27.9953,68.36,92,100,3.06
296,Bogale,MM,2022-10-17 02:21:43,16.2833,95.4,80.04,79,11,6.6
297,Hami,CN,2022-10-17 02:21:43,42.8,93.45,61.21,17,5,2.48
298,Port-Gentil,GA,2022-10-17 02:21:44,-0.7193,8.7815,77.56,85,19,6.11
299,Coxim,BR,2022-10-17 02:21:44,-18.5067,-54.76,83.66,35,29,4.21
300,La Rioja,ES,2022-10-17 02:21:45,42.25,-2.5,56.98,48,89,4.65
301,Ostersund,SE,2022-10-17 02:21:45,63.1792,14.6357,37.85,100,75,7.0
302,San Policarpo,PH,2022-10-17 02:21:46,12.1791,125.5072,84.85,72,100,7.05
303,Buraydah,SA,2022-10-17 02:20:43,26.326,43.975,68.45,19,5,8.59
304,Yelizovo,RU,2022-10-17 02:21:47,53.1873,158.3805,41.14,56,0,8.99
305,Southwick,US,2022-10-17 02:21:47,42.0548,-72.7704,52.93,89,75,1.01
306,Ca Mau,VN,2022-10-17 02:17:17,9.1769,105.15,83.32,74,77,4.59
307,Broome,US,2022-10-17 02:21:48,42.2506,-75.833,51.35,71,0,3.44
308,Shubarshi,KZ,2022-10-17 02:21:48,48.5872,57.1869,39.97,74,50,7.27
309,Ilhabela,BR,2022-10-17 02:21:48,-23.7781,-45.3581,68.9,93,97,3.0
310,Olafsvik,IS,2022-10-17 02:21:49,64.8945,-23.7142,37.26,80,50,11.34
311,Novyy Oskol,RU,2022-10-17 02:21:49,50.7631,37.8691,37.04,77,0,3.24
312,Sajanan,TN,2022-10-17 02:21:49,37.0573,9.2426,68.04,87,1,6.49
313,Maraa,BR,2022-10-17 02:21:50,-1.8333,-65.3667,72.77,98,97,2.64
314,Lucea,JM,2022-10-17 02:21:50,18.451,-78.1736,82.26,78,1,6.93
315,Anshun,CN,2022-10-17 02:21:51,26.25,105.9333,56.41,62,100,10.4
316,Kokkola,FI,2022-10-17 02:21:51,63.8385,23.1307,42.93,93,100,8.05
317,Yinchuan,CN,2022-10-17 02:21:51,38.4681,106.2731,46.96,24,5,5.55
318,Awbari,LY,2022-10-17 02:21:52,26.5921,12.7805,68.94,53,0,6.49
319,Huoqiu,CN,2022-10-17 02:21:52,32.3394,116.2694,64.31,40,17,14.38
320,Upernavik,GL,2022-10-17 02:21:53,72.7868,-56.1549,35.96,96,100,15.9
321,San Ramon,US,2022-10-17 02:18:05,37.7799,-121.978,62.92,76,0,5.75
322,Peniche,PT,2022-10-17 02:22:54,39.3558,-9.3811,64.29,90,89,9.73
323,Phan Thiet,VN,2022-10-17 02:22:54,10.9333,108.1,82.87,74,52,2.91
324,Vao,NC,2022-10-17 02:22:55,-22.6667,167.4833,72.03,66,2,5.48
325,Hamilton,US,2022-10-17 02:22:55,39.1834,-84.5333,58.73,52,0,9.22
326,Saint-Pierre,RE,2022-10-17 02:22:55,-21.3393,55.4781,71.91,64,0,3.44
327,Sorland,NO,2022-10-17 02:22:56,67.667,12.6934,46.26,73,40,12.75
328,Coihaique,CL,2022-10-17 02:22:56,-45.5752,-72.0662,56.01,71,1,2.3
329,Marsh Harbour,BS,2022-10-17 02:22:56,26.5412,-77.0636,79.92,66,2,13.87
330,Vangaindrano,MG,2022-10-17 02:22:57,-23.35,47.6,64.22,93,4,4.23
331,Kaeo,NZ,2022-10-17 02:22:57,-35.1,173.7833,63.32,94,96,7.43
332,Liverpool,GB,2022-10-17 02:18:26,53.4106,-2.9779,59.54,87,40,10.36
333,Cayenne,GF,2022-10-17 02:20:20,4.9333,-52.3333,75.24,94,40,0.0
334,Wagga Wagga,AU,2022-10-17 02:22:58,-35.1167,147.3667,68.85,60,19,4.92
335,Kazachinskoye,RU,2022-10-17 02:22:59,57.6953,93.2761,34.11,68,99,2.77
336,Ponnani,IN,2022-10-17 02:22:59,10.767,75.9252,78.12,88,100,6.49
337,Tonj,SS,2022-10-17 02:22:59,7.2737,28.6822,68.92,94,100,3.38
338,Arlit,NE,2022-10-17 02:23:00,18.7369,7.3853,82.98,22,0,15.43
339,Lagoa,PT,2022-10-17 02:23:00,39.05,-27.9833,67.17,63,60,28.32
340,Belmonte,BR,2022-10-17 02:21:38,-15.8631,-38.8828,72.39,86,11,4.9
341,Nabire,ID,2022-10-17 02:23:02,-3.3667,135.4833,85.23,68,97,5.23
342,Porto Novo,BJ,2022-10-17 02:23:02,6.4965,2.6036,76.91,88,100,1.03
343,Adamovka,RU,2022-10-17 02:23:04,51.5223,59.9396,42.04,72,100,7.63
344,Poum,NC,2022-10-17 02:23:04,-20.2333,164.0167,76.03,67,1,17.22
345,Ust-Ilimsk,RU,2022-10-17 02:23:04,58.0006,102.6619,32.5,61,21,3.65
346,Mastic Beach,US,2022-10-17 02:23:05,40.7668,-72.8521,60.4,87,0,0.0
347,Bandar-E Lengeh,IR,2022-10-17 02:23:05,26.5579,54.8807,80.71,57,23,4.61
348,Castro Marim,PT,2022-10-17 02:23:06,37.2207,-7.4435,69.3,74,65,3.15
349,Saint-Francois,FR,2022-10-17 02:23:06,46.4154,3.9054,64.67,72,0,8.05
350,Arzachena,IT,2022-10-17 02:23:06,41.0769,9.3887,58.44,91,0,6.82
351,Drumheller,CA,2022-10-17 02:23:07,51.4617,-112.7101,53.44,54,61,3.44
352,Oranjemund,NA,2022-10-17 02:21:53,-28.55,16.4333,57.54,93,0,4.59
353,Champua,IN,2022-10-17 02:23:08,22.0833,85.6667,76.33,80,65,4.45
354,Touros,BR,2022-10-17 02:23:08,-5.1989,-35.4608,77.18,80,100,16.26
355,Lardos,GR,2022-10-17 02:23:09,36.0942,28.0157,70.95,75,6,5.77
356,Qandala,SO,2022-10-17 02:23:09,11.472,49.8728,79.54,76,5,5.97
357,Samana,DO,2022-10-17 02:23:09,19.2056,-69.3369,77.2,88,43,3.76
358,Ishigaki,JP,2022-10-17 02:23:10,24.3448,124.1572,80.73,94,75,8.05
359,Mehamn,NO,2022-10-17 02:23:10,71.0357,27.8492,42.75,93,100,5.75
360,Korla,CN,2022-10-17 02:23:11,41.7597,86.1469,57.06,22,0,2.64
361,Cidreira,BR,2022-10-17 02:23:11,-30.1811,-50.2056,63.21,98,86,3.38
362,Karasjok,NO,2022-10-17 02:24:12,69.4719,25.5112,38.77,91,100,5.1
363,Maningrida,AU,2022-10-17 02:24:12,-12.0667,134.2667,90.32,57,100,11.92
364,Dongsheng,CN,2022-10-17 02:24:13,39.8161,109.9776,36.27,30,0,5.7
365,Thompson,CA,2022-10-17 02:24:13,55.7435,-97.8558,17.76,86,40,2.3
366,Pindi Gheb,PK,2022-10-17 02:24:14,33.2402,72.2661,72.73,35,0,5.03
367,Laguna,US,2022-10-17 02:24:14,38.421,-121.4238,67.44,67,0,11.5
368,Alofi,NU,2022-10-17 02:24:14,-19.0595,-169.9187,82.29,69,28,13.8
369,Aketi,CD,2022-10-17 02:24:15,2.7388,23.7833,68.14,96,100,0.51
370,Ortakoy,TR,2022-10-17 02:24:15,38.7373,34.0387,50.25,88,100,9.6
371,Dunedin,NZ,2022-10-17 02:24:16,-45.8742,170.5036,55.8,69,66,4.61
372,Beauraing,BE,2022-10-17 02:24:16,50.1104,4.9555,63.57,92,96,10.69
373,Nome,US,2022-10-17 02:24:17,64.5011,-165.4064,35.67,87,100,6.91
374,Komsomolskiy,UZ,2022-10-17 02:24:17,40.4272,71.7189,54.32,50,100,6.91
375,Coahuayana,MX,2022-10-17 02:24:18,18.7333,-103.6833,78.62,88,69,0.81
376,Sabang,ID,2022-10-17 02:24:18,5.8933,95.3214,81.52,77,86,19.66
377,Launceston,AU,2022-10-17 02:24:19,-41.45,147.1667,62.15,51,41,6.91
378,Kahului,US,2022-10-17 02:24:19,20.8947,-156.47,87.82,63,20,20.71
379,Bay Roberts,CA,2022-10-17 02:24:20,47.5999,-53.2648,55.33,92,100,7.0
380,Bogorodskoye,RU,2022-10-17 02:24:20,56.55,37.8833,42.03,71,100,15.01
381,Codrington,AU,2022-10-17 02:24:21,-38.2667,141.9667,57.18,59,100,5.82
382,Uvalde,US,2022-10-17 02:24:21,29.3669,-99.767,80.13,52,40,0.0
383,Houston,US,2022-10-17 02:24:22,29.7633,-95.3633,81.37,82,75,10.36
384,Kaitangata,NZ,2022-10-17 02:24:22,-46.2817,169.8464,57.27,55,81,3.8
385,Nyuksenitsa,RU,2022-10-17 02:24:23,60.4128,44.2397,42.33,89,100,9.89
386,Cachoeiras De Macacu,BR,2022-10-17 02:24:23,-22.4625,-42.6531,67.71,83,100,3.6
387,Puerto Colombia,CO,2022-10-17 02:24:24,10.9878,-74.9547,82.49,80,42,10.54
388,Santa Maria Da Vitoria,BR,2022-10-17 02:24:24,-13.3947,-44.1886,74.88,48,17,3.2
389,Tres Arroyos,AR,2022-10-17 02:24:24,-38.3739,-60.2798,49.84,61,75,8.55
390,Hualmay,PE,2022-10-17 02:21:38,-11.0964,-77.6139,62.31,81,82,10.83
391,Penha,BR,2022-10-17 02:24:25,-26.7694,-48.6458,67.87,94,100,4.61
392,Saint-Georges,GD,2022-10-17 02:24:25,12.0564,-61.7485,80.28,89,20,3.44
393,Pantayivka,UA,2022-10-17 02:24:26,48.674,32.8841,39.27,71,5,3.94
394,Puertollano,ES,2022-10-17 02:24:26,38.6871,-4.1073,62.15,59,100,5.41
395,Karabanovo,RU,2022-10-17 02:24:27,56.3167,38.7,40.23,77,100,11.45
396,Yushan,CN,2022-10-17 02:24:27,31.3776,120.9543,69.98,57,41,16.69
397,Houma,US,2022-10-17 02:21:05,29.5958,-90.7195,75.0,94,40,0.0
398,Ulaanbaatar,MN,2022-10-17 02:24:28,47.9077,106.8832,23.13,58,0,0.0
399,Mega,ET,2022-10-17 02:20:29,4.05,38.3,57.83,84,100,4.94
400,Batticaloa,LK,2022-10-17 02:24:28,7.7102,81.6924,78.62,83,83,3.51
401,Mogadishu,SO,2022-10-17 02:24:29,2.0371,45.3438,77.27,84,47,8.28
402,Kapit,MY,2022-10-17 02:24:29,2.0167,112.9333,83.75,75,90,1.07
403,Vestmannaeyjar,IS,2022-10-17 02:24:30,63.4427,-20.2734,42.51,62,3,4.07
404,Usinsk,RU,2022-10-17 02:24:19,65.9939,57.5281,37.47,95,100,10.13
405,Uruzgan,AF,2022-10-17 02:24:30,32.8333,66.0,53.37,17,0,8.48
406,Marathon,US,2022-10-17 02:24:31,44.9,-89.7668,38.44,90,100,14.97
407,Klyuchi,RU,2022-10-17 02:25:31,52.2667,79.1667,46.09,83,94,10.76
408,Dalmatovo,RU,2022-10-17 02:25:32,56.26,62.9362,41.85,86,100,11.21
409,Zhanaozen,KZ,2022-10-17 02:25:32,43.3,52.8,51.62,38,100,13.51
410,Sinazongwe,ZM,2022-10-17 02:25:32,-17.2614,27.4618,74.55,50,85,6.69
411,Lavrentiya,RU,2022-10-17 02:25:33,65.5833,-171.0,32.07,75,100,24.87
412,Praia Da Vitoria,PT,2022-10-17 02:21:50,38.7333,-27.0667,66.76,77,20,17.25
413,Naze,JP,2022-10-17 02:25:34,28.3667,129.4833,81.52,78,100,4.21
414,Neryungri,RU,2022-10-17 02:24:18,56.6709,124.6491,25.36,85,97,10.42
415,Zonguldak,TR,2022-10-17 02:25:34,41.25,31.8333,52.57,94,100,1.01
416,Enid,US,2022-10-17 02:23:38,36.3956,-97.8784,60.08,53,0,6.91
417,Alice Springs,AU,2022-10-17 02:25:35,-23.7,133.8833,88.21,40,1,21.85
418,Praia,CV,2022-10-17 02:25:35,14.9215,-23.5087,75.74,78,20,11.5
419,Bezopasnoye,RU,2022-10-17 02:25:36,45.6483,41.936,52.79,66,100,16.02
420,Caravelas,BR,2022-10-17 02:25:36,-17.7125,-39.2481,73.22,82,33,6.55
421,Yei,SS,2022-10-17 02:25:36,4.095,30.6779,65.37,99,100,3.09
422,Halifax,CA,2022-10-17 02:25:37,44.6453,-63.5724,61.5,95,96,5.75
423,Whitefish,US,2022-10-17 02:25:37,48.4111,-114.3376,53.42,73,0,0.0
424,Lazarev,RU,2022-10-17 02:23:45,52.225,141.5131,39.63,74,98,29.59
425,Pochutla,MX,2022-10-17 02:25:38,15.7432,-96.4661,79.83,90,98,2.86
426,Adrar,MR,2022-10-17 02:25:38,20.5022,-10.0711,87.42,24,14,4.29
427,Nueve De Julio,AR,2022-10-17 02:25:39,-35.4444,-60.8831,54.97,73,84,1.01
428,Dutlwe,BW,2022-10-17 02:25:39,-23.9833,23.9,69.35,60,100,10.83
429,Hanstholm,DK,2022-10-17 02:25:40,57.1167,8.6167,51.49,79,42,10.29
430,Banda Aceh,ID,2022-10-17 02:25:40,5.5577,95.3222,83.16,69,96,12.73
431,Beloha,MG,2022-10-17 02:25:40,-25.1667,45.05,64.09,94,0,1.25
432,Kenora,CA,2022-10-17 02:23:36,49.8167,-94.4337,25.77,93,100,11.5
433,Mae Sot,TH,2022-10-17 02:25:41,16.7167,98.5667,80.55,74,0,9.22
434,Eminabad,PK,2022-10-17 02:25:41,32.0422,74.2594,68.92,56,0,5.32
435,Kaseda,JP,2022-10-17 02:25:42,31.4167,130.3167,69.73,91,100,15.66
436,Tessalit,ML,2022-10-17 02:24:39,20.1986,1.0114,80.83,16,13,10.67
437,Praya,CV,2022-10-17 02:25:35,14.9215,-23.5087,75.74,78,20,11.5
438,Pitimbu,BR,2022-10-17 02:25:43,-7.4706,-34.8086,75.79,82,69,8.88
439,Tambun,ID,2022-10-17 02:25:43,-6.2641,107.0712,87.84,70,20,3.44
440,Ketchikan,US,2022-10-17 02:25:44,55.3422,-131.6461,57.18,94,0,3.44
441,Ballina,AU,2022-10-17 02:25:44,-28.8667,153.5667,73.02,76,35,12.59
442,Pachino,IT,2022-10-17 02:25:45,36.7186,15.0907,67.68,75,8,3.8
443,Lekoni,GA,2022-10-17 02:25:45,-1.5843,14.2591,70.59,93,100,3.33
444,Tommot,RU,2022-10-17 02:25:45,58.9564,126.2925,29.37,91,100,9.31
445,Viedma,AR,2022-10-17 02:25:46,-40.8135,-62.9967,52.43,67,100,7.34
446,Middle Island,US,2022-10-17 02:25:46,40.8843,-72.9373,60.26,74,0,0.0
447,Leningradskiy,RU,2022-10-17 02:25:47,69.3833,178.4167,16.54,90,100,7.76
448,Buenaventura,CO,2022-10-17 02:25:47,3.8801,-77.0312,74.64,96,99,1.99
449,Fulton,US,2022-10-17 02:25:47,33.7668,-84.4499,70.12,73,0,3.44
450,Dumas,US,2022-10-17 02:25:48,35.8656,-101.9732,53.74,76,100,3.44
451,Mocuba,MZ,2022-10-17 02:25:48,-16.8392,36.9856,66.88,95,1,2.89
452,Mchinji,MW,2022-10-17 02:25:49,-13.7984,32.8802,63.82,45,8,3.94
453,Estelle,US,2022-10-17 02:26:49,29.8458,-90.1067,77.0,85,0,4.61
454,Bandundu,CD,2022-10-17 02:26:49,-3.3167,17.3667,70.41,95,81,1.05
455,San Patricio,US,2022-10-17 02:26:50,28.017,-97.5169,83.84,63,69,9.48
456,Saint-Leu,RE,2022-10-17 02:26:50,-21.15,55.2833,72.32,77,26,10.38
457,Talcahuano,CL,2022-10-17 02:26:51,-36.7167,-73.1167,51.48,87,0,10.36
458,Riyadh,SA,2022-10-17 02:25:00,24.6877,46.7219,68.14,19,3,6.24
459,Tateyama,JP,2022-10-17 02:26:52,34.9833,139.8667,69.1,86,100,5.32
460,Klaksvik,FO,2022-10-17 02:26:52,62.2266,-6.589,45.52,87,100,21.23
461,Damghan,IR,2022-10-17 02:22:11,36.1683,54.348,64.04,26,84,3.2
462,Kieta,PG,2022-10-17 02:26:53,-6.2167,155.6333,85.87,64,93,4.34
463,Cockburn Town,TC,2022-10-17 02:26:53,21.4612,-71.1419,81.46,73,8,8.03
464,The Valley,AI,2022-10-17 02:26:53,18.217,-63.0578,82.26,73,100,7.83
465,Mahanoro,MG,2022-10-17 02:26:54,-19.9,48.8,64.04,91,1,3.74
466,Ugoofaaru,MV,2022-10-17 02:26:54,5.6667,73.0,80.8,80,100,22.5
467,Santiago,CL,2022-10-17 02:26:37,-33.4569,-70.6483,66.85,53,0,10.36
468,Bridgetown,BB,2022-10-17 02:26:55,13.1,-59.6167,82.89,78,20,12.66
469,Waitati,NZ,2022-10-17 02:26:55,-45.75,170.5667,55.8,69,100,3.6
470,Gizo,SB,2022-10-17 02:26:56,-8.103,156.8419,84.72,70,81,7.18
471,Sandwick,GB,2022-10-17 02:26:56,60.0,-1.25,49.82,81,52,10.36
472,Ingham,US,2022-10-17 02:26:56,42.6,-84.3833,46.87,86,100,3.44
473,Maceio,BR,2022-10-17 02:24:05,-9.6658,-35.7353,72.84,94,0,2.3
474,Kungurtug,RU,2022-10-17 02:22:07,50.5994,97.5228,33.78,23,20,1.5
475,Cartagena,CO,2022-10-17 02:26:57,10.3997,-75.5144,80.71,80,100,4.52
476,Namatanai,PG,2022-10-17 02:26:58,-3.6667,152.4333,85.51,68,100,9.31
477,Chumikan,RU,2022-10-17 02:26:58,54.7183,135.315,33.42,64,1,13.89
478,Constitucion,CL,2022-10-17 02:26:59,-35.3333,-72.4167,50.4,92,62,12.53
479,Barra Patuca,HN,2022-10-17 02:26:59,15.8,-84.2833,79.92,85,46,7.85
480,Ulcinj,ME,2022-10-17 02:23:28,41.9294,19.2244,59.99,64,4,5.41
481,Tapejara,BR,2022-10-17 02:26:59,-28.0681,-52.0139,57.0,96,2,4.21
482,Alugan,PH,2022-10-17 02:27:00,12.2188,125.4808,85.01,72,100,6.82
483,Farias Brito,BR,2022-10-17 02:27:00,-6.9306,-39.5656,83.08,47,3,6.44
484,Kidal,ML,2022-10-17 02:26:10,18.4411,1.4078,80.58,16,21,10.51
485,Boda,CF,2022-10-17 02:27:01,4.3189,17.4695,66.34,93,100,2.39
486,Acapulco,MX,2022-10-17 02:22:37,16.8634,-99.8901,82.22,83,40,2.3
487,Seddon,AU,2022-10-17 02:27:02,-37.8068,144.8916,64.56,54,75,8.05
488,Russell,US,2022-10-17 02:22:52,32.3502,-85.1999,71.2,55,100,2.93
489,Minusio,CH,2022-10-17 02:27:02,46.1777,8.8147,61.32,98,14,0.0
490,Redmond,US,2022-10-17 02:25:18,47.674,-122.1215,73.78,51,2,3.0
491,Markova,UA,2022-10-17 02:27:03,48.6758,24.4138,47.66,75,19,4.52
492,Vanimo,PG,2022-10-17 02:27:03,-2.6741,141.3028,84.34,69,57,4.03
493,Umm Kaddadah,SD,2022-10-17 02:27:04,13.6017,26.6876,81.28,18,94,18.48
494,Chernyshevskiy,RU,2022-10-17 02:27:04,63.0128,112.4714,28.78,85,67,7.47
495,Christchurch,NZ,2022-10-17 02:22:24,-43.5333,172.6333,58.41,72,100,5.75
496,Kalmunai,LK,2022-10-17 02:27:05,7.4167,81.8167,79.11,82,86,2.3
497,Newberry,US,2022-10-17 02:27:06,34.2746,-81.6187,67.86,87,74,7.07
498,Medvedka,RU,2022-10-17 02:27:07,61.1629,46.387,40.19,93,100,8.97
499,Vilyuysk,RU,2022-10-17 02:27:07,63.7553,121.6247,29.82,87,99,7.9
500,Marietta,US,2022-10-17 02:27:04,33.9526,-84.5499,69.48,76,0,4.61
501,Sibiti,CG,2022-10-17 02:28:08,-3.6819,13.3499,68.09,98,37,1.97
502,Kerema,PG,2022-10-17 02:28:09,-7.9631,145.7785,85.35,71,100,8.79
503,Harper,LR,2022-10-17 02:28:09,4.375,-7.7169,75.61,86,77,3.04
504,Fairbanks,US,2022-10-17 02:28:10,64.8378,-147.7164,36.99,81,0,0.0
505,Kulhudhuffushi,MV,2022-10-17 02:28:10,6.6221,73.07,80.13,83,100,18.3
506,Lasa,IT,2022-10-17 02:28:10,46.6166,10.7002,47.35,85,37,1.9
507,Kibala,TD,2022-10-17 02:28:11,9.1104,18.3463,75.15,94,0,2.3
508,Prado,BR,2022-10-17 02:28:11,-17.3411,-39.2208,72.61,85,38,7.18
509,Ixtapa,MX,2022-10-17 02:28:12,20.7,-105.2,83.43,79,40,2.3
510,Bom Jesus Da Lapa,BR,2022-10-17 02:28:12,-13.255,-43.4181,77.4,49,34,8.19
511,Sao Miguel Do Araguaia,BR,2022-10-17 02:28:12,-13.275,-50.1628,83.26,25,23,0.72
512,Zhaotong,CN,2022-10-17 02:28:13,27.3167,103.7167,51.13,59,99,5.3
513,Xining,CN,2022-10-17 02:28:13,36.6167,101.7667,43.21,41,13,1.61
514,Akdepe,TM,2022-10-17 02:28:14,42.0551,59.3788,57.29,66,71,14.79
515,Ponta Delgada,PT,2022-10-17 02:28:14,37.7333,-25.6667,66.92,59,40,14.97
516,Tandil,AR,2022-10-17 02:26:15,-37.3217,-59.1332,49.68,87,35,7.0
517,Kolokani,ML,2022-10-17 02:28:15,13.5728,-8.0339,76.95,57,41,5.21
518,Trairi,BR,2022-10-17 02:28:16,-3.2778,-39.2689,78.67,81,9,15.26
519,Buhovo,BG,2022-10-17 02:28:16,42.7667,23.5667,35.38,93,0,0.0
520,Palestine,PS,2022-10-17 02:28:17,31.9216,35.2033,65.93,67,0,5.17
521,Xiongyue,CN,2022-10-17 02:28:17,40.1774,122.1228,48.25,45,3,18.59
522,Rabo De Peixe,PT,2022-10-17 02:28:18,37.8,-25.5833,65.71,83,40,14.97
523,Turinskaya Sloboda,RU,2022-10-17 02:28:18,57.6232,64.3858,39.92,87,100,8.03
524,Rundu,NA,2022-10-17 02:28:19,-17.9333,19.7667,67.95,61,100,5.28
525,Vyazma,RU,2022-10-17 02:28:20,55.2104,34.2951,41.74,69,100,13.87
526,Husavik,IS,2022-10-17 02:28:20,66.0449,-17.3389,36.28,96,100,2.77
527,Kisangani,CD,2022-10-17 02:28:21,0.5167,25.2,69.03,97,100,1.92
528,Lata,PT,2022-10-17 02:28:22,40.1629,-8.3327,65.8,81,96,4.34
529,Weymouth,US,2022-10-17 02:28:22,42.2209,-70.9398,55.18,93,20,3.44
530,Sayyan,YE,2022-10-17 02:28:22,15.1718,44.3244,52.16,42,0,6.02
531,Hirtshals,DK,2022-10-17 02:28:23,57.5881,9.9592,51.91,77,1,16.08
532,Manggar,ID,2022-10-17 02:28:23,-2.8833,108.2667,81.45,76,100,3.29
533,Tomatlan,MX,2022-10-17 02:28:24,19.9333,-105.25,77.49,93,28,2.91
534,Cabedelo,BR,2022-10-17 02:28:24,-6.9811,-34.8339,75.87,83,55,10.22
535,Opelousas,US,2022-10-17 02:24:09,30.5335,-92.0815,73.87,88,0,0.0
536,Kushmurun,KZ,2022-10-17 02:28:25,52.4503,64.6311,39.61,85,80,8.41
537,Arman,RU,2022-10-17 02:28:25,59.7,150.1667,26.26,50,100,11.07
538,Thinadhoo,MV,2022-10-17 02:28:26,0.5333,72.9333,80.96,68,100,12.17
539,Vila Velha,BR,2022-10-17 02:28:26,-20.3297,-40.2925,70.95,88,40,3.44
540,Geraldton,AU,2022-10-17 02:28:27,-28.7667,114.6,68.41,56,40,17.27
541,Nichinan,JP,2022-10-17 02:28:27,31.6,131.3667,69.48,96,100,3.65
542,Atikokan,CA,2022-10-17 02:28:28,48.7555,-91.6216,24.69,87,100,12.95
543,Watsa,CD,2022-10-17 02:28:28,3.0372,29.5355,63.91,100,100,2.37
544,Tolyatti,RU,2022-10-17 02:24:39,53.5303,49.3461,41.52,71,8,5.3
545,Rio Gallegos,AR,2022-10-17 02:28:29,-51.6226,-69.2181,44.65,70,0,6.91
546,Gat,IL,2022-10-17 02:24:28,31.61,34.7642,74.39,64,0,7.45
547,Tamandare,BR,2022-10-17 02:28:30,-8.7597,-35.1047,73.62,85,25,5.64
548,At-Bashi,KG,2022-10-17 02:29:30,41.1702,75.8106,45.9,41,100,0.98
549,Sydney,AU,2022-10-17 02:28:49,-33.8679,151.2073,67.59,73,40,17.27
550,Mugur-Aksy,RU,2022-10-17 02:29:31,50.35,90.5,33.67,38,100,6.73
551,Kilindoni,TZ,2022-10-17 02:29:31,-7.9139,39.6668,76.12,76,77,9.01
552,Juba,SS,2022-10-17 02:29:32,4.8517,31.5825,69.24,94,100,3.38
553,Baikunthpur,IN,2022-10-17 02:29:32,23.25,82.55,72.14,83,1,2.33
554,Padang,ID,2022-10-17 02:29:32,-0.9492,100.3543,82.45,80,99,1.23
555,Punta Cardon,VE,2022-10-17 02:29:33,11.6581,-70.215,82.69,78,30,20.33
556,Yilan,TW,2022-10-17 02:29:33,24.757,121.753,79.36,99,100,13.94
557,Awjilah,LY,2022-10-17 02:29:34,29.1081,21.2869,65.25,66,0,8.03
558,Bagdarin,RU,2022-10-17 02:29:34,54.4333,113.6,29.53,44,28,1.48
559,Vilhena,BR,2022-10-17 02:29:34,-12.7406,-60.1458,69.73,86,77,2.91
560,Ilo,PE,2022-10-17 02:29:35,-17.6394,-71.3375,61.95,80,40,6.24
561,Sept-Iles,CA,2022-10-17 02:29:35,50.2001,-66.3821,48.72,99,100,4.61
562,Ningxiang,CN,2022-10-17 02:29:36,37.34,111.2052,45.66,24,0,9.37
563,Hoi An,VN,2022-10-17 02:29:20,15.8794,108.335,85.96,69,76,10.09
564,Makakilo City,US,2022-10-17 02:29:36,21.3469,-158.0858,82.72,60,40,12.66
565,Manado,ID,2022-10-17 02:29:37,1.487,124.8455,88.57,70,40,5.75
566,Ossora,RU,2022-10-17 02:29:37,59.2353,163.0719,34.74,55,24,2.93
567,Tooele,US,2022-10-17 02:28:23,40.5308,-112.2983,62.13,37,0,2.01
568,Gwadar,PK,2022-10-17 02:29:37,25.1216,62.3254,78.03,59,0,3.44
569,Manyana,BW,2022-10-17 02:29:38,-23.4,21.7167,62.96,74,100,12.24
570,Regina,CA,2022-10-17 02:25:31,50.4501,-104.6178,41.04,40,75,6.91
571,Balakhta,RU,2022-10-17 02:29:38,55.38,91.6,35.76,66,100,3.96
572,Pokaran,IN,2022-10-17 02:29:39,26.9167,71.9167,77.13,23,0,7.61
573,Innisfail,AU,2022-10-17 02:29:39,-17.5333,146.0333,82.51,61,72,7.18
574,Iberia,US,2022-10-17 02:29:40,29.9502,-91.7507,73.47,94,0,0.0
